service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
000248,0,0,0,0,0,0,0,20210318,20210617
000249,0,0,0,0,0,0,0,20210318,20210617
000250,0,0,0,0,0,0,0,20210318,20210617
000251,0,0,0,0,0,0,0,20210318,20210617
000252,0,0,0,0,0,0,0,20210318,20210617
000253,0,0,0,0,0,0,0,20210318,20210617
000254,0,0,0,0,0,0,0,20210318,20210617
000255,0,0,0,0,0,0,0,20210318,20210617
000256,0,0,0,0,0,0,0,20210318,20210617
000257,0,0,0,0,0,0,0,20210318,20210617
000258,0,0,0,0,0,0,0,20210318,20210617
000259,0,0,0,0,0,0,0,20210318,20210617
000260,0,0,0,0,0,0,0,20210318,20210617
000261,0,0,0,0,0,0,0,20210318,20210617
000262,0,0,0,0,0,0,0,20210318,20210617
000263,0,0,0,0,0,0,0,20210318,20210617
000264,0,0,0,0,0,0,0,20210318,20210617
000265,0,0,0,0,0,0,0,20210318,20210617
000266,0,0,0,0,0,0,0,20210318,20210617
000267,0,0,0,0,0,0,0,20210318,20210617
000268,0,0,0,0,0,0,0,20210318,20210617
000269,0,0,0,0,0,0,0,20210318,20210617
000270,0,0,0,0,0,0,0,20210318,20210617
000271,0,0,0,0,0,0,0,20210318,20210617
000272,0,0,0,0,0,0,0,20210318,20210617
000273,0,0,0,0,0,0,0,20210318,20210617
000274,0,0,0,0,0,0,0,20210318,20210617
000275,0,0,0,0,0,0,0,20210318,20210617
000276,0,0,0,0,0,0,0,20210318,20210617
000277,0,0,0,0,0,0,0,20210318,20210617
000278,0,0,0,0,0,0,0,20210318,20210617
000279,0,0,0,0,0,0,0,20210318,20210617
000280,0,0,0,0,0,0,0,20210318,20210617
000281,0,0,0,0,0,0,0,20210318,20210617
000282,0,0,0,0,0,0,0,20210318,20210617
000283,0,0,0,0,0,0,0,20210318,20210617
000284,0,0,0,0,0,0,0,20210318,20210617
000285,0,0,0,0,0,0,0,20210318,20210617
000286,0,0,0,0,0,0,0,20210318,20210617
000287,0,0,0,0,0,0,0,20210318,20210617
000288,0,0,0,0,0,0,0,20210318,20210617
000289,0,0,0,0,0,0,0,20210318,20210617
000290,0,0,0,0,0,0,0,20210318,20210617
000291,0,0,0,0,0,0,0,20210318,20210617
000292,0,0,0,0,0,0,0,20210318,20210617
000293,0,0,0,0,0,0,0,20210318,20210617
000294,0,0,0,0,0,0,0,20210318,20210617
000295,0,0,0,0,0,0,0,20210318,20210617
000296,0,0,0,0,0,0,0,20210318,20210617
000297,0,0,0,0,0,0,0,20210318,20210617
000298,0,0,0,0,0,0,0,20210318,20210617
000299,0,0,0,0,0,0,0,20210318,20210617
000300,0,0,0,0,0,0,0,20210318,20210617
000301,0,0,0,0,0,0,0,20210318,20210617
000302,0,0,0,0,0,0,0,20210318,20210617
000303,0,0,0,0,0,0,0,20210318,20210617
000304,0,0,0,0,0,0,0,20210318,20210617
000305,0,0,0,0,0,0,0,20210318,20210617
000306,0,0,0,0,0,0,0,20210318,20210617
000307,0,0,0,0,0,0,0,20210318,20210617
000308,0,0,0,0,0,0,0,20210318,20210617
000309,0,0,0,0,0,0,0,20210318,20210617
000310,0,0,0,0,0,0,0,20210318,20210617
000311,0,0,0,0,0,0,0,20210318,20210617
000312,0,0,0,0,0,0,0,20210318,20210617
000313,0,0,0,0,0,0,0,20210318,20210617
000314,0,0,0,0,0,0,0,20210318,20210617
000315,0,0,0,0,0,0,0,20210318,20210617
000316,0,0,0,0,0,0,0,20210318,20210617
000317,0,0,0,0,0,0,0,20210318,20210617
000318,0,0,0,0,0,0,0,20210318,20210617
000319,0,0,0,0,0,0,0,20210318,20210617
000320,0,0,0,0,0,0,0,20210318,20210617
000321,0,0,0,0,0,0,0,20210318,20210617
000322,0,0,0,0,0,0,0,20210318,20210617
000323,0,0,0,0,0,0,0,20210318,20210617
000324,0,0,0,0,0,0,0,20210318,20210617
000325,0,0,0,0,0,0,0,20210318,20210617
000326,0,0,0,0,0,0,0,20210318,20210617
000327,0,0,0,0,0,0,0,20210318,20210617
000328,0,0,0,0,0,0,0,20210318,20210617
000329,0,0,0,0,0,0,0,20210318,20210617
000330,0,0,0,0,0,0,0,20210318,20210617
000331,0,0,0,0,0,0,0,20210318,20210617
000332,0,0,0,0,0,0,0,20210318,20210617
000333,0,0,0,0,0,0,0,20210318,20210617
000334,0,0,0,0,0,0,0,20210318,20210617
000335,0,0,0,0,0,0,0,20210318,20210617
000336,0,0,0,0,0,0,0,20210318,20210617
000337,0,0,0,0,0,0,0,20210318,20210617
000338,0,0,0,0,0,0,0,20210318,20210617
000339,0,0,0,0,0,0,0,20210318,20210617
000340,0,0,0,0,0,0,0,20210318,20210617
000341,0,0,0,0,0,0,0,20210318,20210617
000342,0,0,0,0,0,0,0,20210318,20210617
000343,0,0,0,0,0,0,0,20210318,20210617
000344,0,0,0,0,0,0,0,20210318,20210617
000345,0,0,0,0,0,0,0,20210318,20210617
000346,0,0,0,0,0,0,0,20210318,20210617
000347,0,0,0,0,0,0,0,20210318,20210617
000348,0,0,0,0,0,0,0,20210318,20210617
000349,0,0,0,0,0,0,0,20210318,20210617
000350,0,0,0,0,0,0,0,20210318,20210617
000351,0,0,0,0,0,0,0,20210318,20210617
000352,0,0,0,0,0,0,0,20210318,20210617
000353,0,0,0,0,0,0,0,20210318,20210617
000354,0,0,0,0,0,0,0,20210318,20210617
000355,0,0,0,0,0,0,0,20210318,20210617
000356,0,0,0,0,0,0,0,20210318,20210617
000357,0,0,0,0,0,0,0,20210318,20210617
000358,0,0,0,0,0,0,0,20210318,20210617
000359,0,0,0,0,0,0,0,20210318,20210617
000360,0,0,0,0,0,0,0,20210318,20210617
000361,0,0,0,0,0,0,0,20210318,20210617
000362,0,0,0,0,0,0,0,20210318,20210617
000363,0,0,0,0,0,0,0,20210318,20210617
000364,0,0,0,0,0,0,0,20210318,20210617
000365,0,0,0,0,0,0,0,20210318,20210617
000366,0,0,0,0,0,0,0,20210318,20210617
000367,0,0,0,0,0,0,0,20210318,20210617
000368,0,0,0,0,0,0,0,20210318,20210617
000369,0,0,0,0,0,0,0,20210318,20210617
000370,0,0,0,0,0,0,0,20210318,20210617
000371,0,0,0,0,0,0,0,20210318,20210617
000372,0,0,0,0,0,0,0,20210318,20210617
000373,0,0,0,0,0,0,0,20210318,20210617
000374,0,0,0,0,0,0,0,20210318,20210617
000375,0,0,0,0,0,0,0,20210318,20210617
000376,0,0,0,0,0,0,0,20210318,20210617
000377,0,0,0,0,0,0,0,20210318,20210617
000378,0,0,0,0,0,0,0,20210318,20210617
000379,0,0,0,0,0,0,0,20210318,20210617
000380,0,0,0,0,0,0,0,20210318,20210617
000381,0,0,0,0,0,0,0,20210318,20210617
000382,0,0,0,0,0,0,0,20210318,20210617
000383,0,0,0,0,0,0,0,20210318,20210617
000384,0,0,0,0,0,0,0,20210318,20210617
000385,0,0,0,0,0,0,0,20210318,20210617
000386,0,0,0,0,0,0,0,20210318,20210617
000387,0,0,0,0,0,0,0,20210318,20210617
000388,0,0,0,0,0,0,0,20210318,20210617
000389,0,0,0,0,0,0,0,20210318,20210617
000390,0,0,0,0,0,0,0,20210318,20210617
000391,0,0,0,0,0,0,0,20210318,20210617
000392,0,0,0,0,0,0,0,20210318,20210617
000393,0,0,0,0,0,0,0,20210318,20210617
000394,0,0,0,0,0,0,0,20210318,20210617
000395,0,0,0,0,0,0,0,20210318,20210617
000396,0,0,0,0,0,0,0,20210318,20210617
000397,0,0,0,0,0,0,0,20210318,20210617
000398,0,0,0,0,0,0,0,20210318,20210617
000399,0,0,0,0,0,0,0,20210318,20210617
000400,0,0,0,0,0,0,0,20210318,20210617
000401,0,0,0,0,0,0,0,20210318,20210617
000402,0,0,0,0,0,0,0,20210318,20210617
000403,0,0,0,0,0,0,0,20210318,20210617
000404,0,0,0,0,0,0,0,20210318,20210617
000405,0,0,0,0,0,0,0,20210318,20210617
000406,0,0,0,0,0,0,0,20210318,20210617
000407,0,0,0,0,0,0,0,20210318,20210617
000408,0,0,0,0,0,0,0,20210318,20210617
000409,0,0,0,0,0,0,0,20210318,20210617
000410,0,0,0,0,0,0,0,20210318,20210617
000411,0,0,0,0,0,0,0,20210318,20210617
000412,0,0,0,0,0,0,0,20210318,20210617
000413,0,0,0,0,0,0,0,20210318,20210617
000414,0,0,0,0,0,0,0,20210318,20210617
000415,0,0,0,0,0,0,0,20210318,20210617
000416,0,0,0,0,0,0,0,20210318,20210617
000417,0,0,0,0,0,0,0,20210318,20210617
000418,0,0,0,0,0,0,0,20210318,20210617
000419,0,0,0,0,0,0,0,20210318,20210617
000420,0,0,0,0,0,0,0,20210318,20210617
000421,0,0,0,0,0,0,0,20210318,20210617
000422,0,0,0,0,0,0,0,20210318,20210617
000423,0,0,0,0,0,0,0,20210318,20210617
000424,0,0,0,0,0,0,0,20210318,20210617
000425,0,0,0,0,0,0,0,20210318,20210617
000426,0,0,0,0,0,0,0,20210318,20210617
000427,0,0,0,0,0,0,0,20210318,20210617
000428,0,0,0,0,0,0,0,20210318,20210617
000429,0,0,0,0,0,0,0,20210318,20210617
000430,0,0,0,0,0,0,0,20210318,20210617
000431,0,0,0,0,0,0,0,20210318,20210617
000432,0,0,0,0,0,0,0,20210318,20210617
000433,0,0,0,0,0,0,0,20210318,20210617
000434,0,0,0,0,0,0,0,20210318,20210617
000435,0,0,0,0,0,0,0,20210318,20210617
000436,0,0,0,0,0,0,0,20210318,20210617
000437,0,0,0,0,0,0,0,20210318,20210617
000438,0,0,0,0,0,0,0,20210318,20210617
000439,0,0,0,0,0,0,0,20210318,20210617
000440,0,0,0,0,0,0,0,20210318,20210617
000441,0,0,0,0,0,0,0,20210318,20210617
000442,0,0,0,0,0,0,0,20210318,20210617
000443,0,0,0,0,0,0,0,20210318,20210617
000444,0,0,0,0,0,0,0,20210318,20210617
000445,0,0,0,0,0,0,0,20210318,20210617
000446,0,0,0,0,0,0,0,20210318,20210617
000447,0,0,0,0,0,0,0,20210318,20210617
000448,0,0,0,0,0,0,0,20210318,20210617
000449,0,0,0,0,0,0,0,20210318,20210617
000450,0,0,0,0,0,0,0,20210318,20210617
000451,0,0,0,0,0,0,0,20210318,20210617
000452,0,0,0,0,0,0,0,20210318,20210617
000453,0,0,0,0,0,0,0,20210318,20210617
000454,0,0,0,0,0,0,0,20210318,20210617
000455,0,0,0,0,0,0,0,20210318,20210617
000456,0,0,0,0,0,0,0,20210318,20210617
000457,0,0,0,0,0,0,0,20210318,20210617
000458,0,0,0,0,0,0,0,20210318,20210617
000459,0,0,0,0,0,0,0,20210318,20210617
000460,0,0,0,0,0,0,0,20210318,20210617
000461,0,0,0,0,0,0,0,20210318,20210617
000462,0,0,0,0,0,0,0,20210318,20210617
000463,0,0,0,0,0,0,0,20210318,20210617
000464,0,0,0,0,0,0,0,20210318,20210617
000465,0,0,0,0,0,0,0,20210318,20210617
000466,0,0,0,0,0,0,0,20210318,20210617
000467,0,0,0,0,0,0,0,20210318,20210617
000468,0,0,0,0,0,0,0,20210318,20210617
000469,0,0,0,0,0,0,0,20210318,20210617
000470,0,0,0,0,0,0,0,20210318,20210617
000471,0,0,0,0,0,0,0,20210318,20210617
000472,0,0,0,0,0,0,0,20210318,20210617
000473,0,0,0,0,0,0,0,20210318,20210617
000474,0,0,0,0,0,0,0,20210318,20210617
000475,0,0,0,0,0,0,0,20210318,20210617
000476,0,0,0,0,0,0,0,20210318,20210617
000477,0,0,0,0,0,0,0,20210318,20210617
000478,0,0,0,0,0,0,0,20210318,20210617
000479,0,0,0,0,0,0,0,20210318,20210617
000480,0,0,0,0,0,0,0,20210318,20210617
000481,0,0,0,0,0,0,0,20210318,20210617
000482,0,0,0,0,0,0,0,20210318,20210617
000483,0,0,0,0,0,0,0,20210318,20210617
000484,0,0,0,0,0,0,0,20210318,20210617
000485,0,0,0,0,0,0,0,20210318,20210617
000486,0,0,0,0,0,0,0,20210318,20210617
000487,0,0,0,0,0,0,0,20210318,20210617
000488,0,0,0,0,0,0,0,20210318,20210617
000489,0,0,0,0,0,0,0,20210318,20210617
000490,0,0,0,0,0,0,0,20210318,20210617
000491,0,0,0,0,0,0,0,20210318,20210617
000492,0,0,0,0,0,0,0,20210318,20210617
000493,0,0,0,0,0,0,0,20210318,20210617
000494,0,0,0,0,0,0,0,20210318,20210617
000495,0,0,0,0,0,0,0,20210318,20210617
000496,0,0,0,0,0,0,0,20210318,20210617
000497,0,0,0,0,0,0,0,20210318,20210617
000498,0,0,0,0,0,0,0,20210318,20210617
000499,0,0,0,0,0,0,0,20210318,20210617
000500,0,0,0,0,0,0,0,20210318,20210617
000501,0,0,0,0,0,0,0,20210318,20210617
000502,0,0,0,0,0,0,0,20210318,20210617
000503,0,0,0,0,0,0,0,20210318,20210617
000504,0,0,0,0,0,0,0,20210318,20210617
000505,0,0,0,0,0,0,0,20210318,20210617
000506,0,0,0,0,0,0,0,20210318,20210617
000507,0,0,0,0,0,0,0,20210318,20210617
000508,0,0,0,0,0,0,0,20210318,20210617
000509,0,0,0,0,0,0,0,20210318,20210617
000510,0,0,0,0,0,0,0,20210318,20210617
000511,0,0,0,0,0,0,0,20210318,20210617
000512,0,0,0,0,0,0,0,20210318,20210617
000513,0,0,0,0,0,0,0,20210318,20210617
000514,0,0,0,0,0,0,0,20210318,20210617
000515,0,0,0,0,0,0,0,20210318,20210617
000516,0,0,0,0,0,0,0,20210318,20210617
000517,0,0,0,0,0,0,0,20210318,20210617
000518,0,0,0,0,0,0,0,20210318,20210617
000519,0,0,0,0,0,0,0,20210318,20210617
000520,0,0,0,0,0,0,0,20210318,20210617
000521,0,0,0,0,0,0,0,20210318,20210617
000522,0,0,0,0,0,0,0,20210318,20210617
000523,0,0,0,0,0,0,0,20210318,20210617
000524,0,0,0,0,0,0,0,20210318,20210617
000525,0,0,0,0,0,0,0,20210318,20210617
000526,0,0,0,0,0,0,0,20210318,20210617
000527,0,0,0,0,0,0,0,20210318,20210617
000528,0,0,0,0,0,0,0,20210318,20210617
000529,0,0,0,0,0,0,0,20210318,20210617
000530,0,0,0,0,0,0,0,20210318,20210617
000531,0,0,0,0,0,0,0,20210318,20210617
000532,0,0,0,0,0,0,0,20210318,20210617
000533,0,0,0,0,0,0,0,20210318,20210617
000534,0,0,0,0,0,0,0,20210318,20210617
000535,0,0,0,0,0,0,0,20210318,20210617
000536,0,0,0,0,0,0,0,20210318,20210617
000537,0,0,0,0,0,0,0,20210318,20210617
000538,0,0,0,0,0,0,0,20210318,20210617
000539,0,0,0,0,0,0,0,20210318,20210617
000540,0,0,0,0,0,0,0,20210318,20210617
000541,0,0,0,0,0,0,0,20210318,20210617
000542,0,0,0,0,0,0,0,20210318,20210617
000543,0,0,0,0,0,0,0,20210318,20210617
000544,0,0,0,0,0,0,0,20210318,20210617
000545,0,0,0,0,0,0,0,20210318,20210617
000546,0,0,0,0,0,0,0,20210318,20210617
000547,0,0,0,0,0,0,0,20210318,20210617
000548,0,0,0,0,0,0,0,20210318,20210617
000549,0,0,0,0,0,0,0,20210318,20210617
000550,0,0,0,0,0,0,0,20210318,20210617
000551,0,0,0,0,0,0,0,20210318,20210617
000552,0,0,0,0,0,0,0,20210318,20210617
000553,0,0,0,0,0,0,0,20210318,20210617
