route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
OCESN-496863,000843,OCESN39779R239262:2021-03-16T18:50:15Z,39779,1,4148,
OCESN-140643,000852,OCESN39780R234913:2021-03-18T18:51:14Z,39780,1,4149,
OCESN-496863,000852,OCESN39782R242810:2021-03-18T18:51:14Z,39782,0,4150,
OCESN-496863,000852,OCESN39784R237460:2021-03-18T18:51:14Z,39784,0,4151,
OCESN-140639,000852,OCESN39785R239502:2021-03-18T18:51:14Z,39785,1,4152,
OCESN-496863,000852,OCESN39786R237249:2021-03-18T18:51:14Z,39786,0,4153,
OCESN-140642,000852,OCESN39787R236201:2021-03-18T18:51:14Z,39787,0,4154,
OCESN-140641,000852,OCESN39788R280760:2021-03-18T18:51:14Z,39788,0,4155,
OCESN-140641,000855,OCESN39790R280836:2021-03-14T18:50:44Z,39790,0,4156,
OCESN-140646,000843,OCESN39792R280669:2021-03-16T18:50:15Z,39792,0,4157,
OCESN-140646,000852,OCESN39794R280704:2021-03-18T18:51:14Z,39794,0,4158,
OCESN-140647,000852,OCESN39796R236895:2021-03-18T18:51:14Z,39796,0,4159,
OCESN-140646,000843,OCESN39798R231967:2021-03-16T18:50:15Z,39798,0,4160,
OCESN-140638,000852,OCESN39799R239271:2021-03-18T18:51:14Z,39799,1,4161,
OCESN-160697,000209,OCESN39807R232864:2021-03-16T18:50:15Z,39807,1,4162,
OCESN-156687,000208,OCESN39818R239272:2021-03-12T18:51:24Z,39818,0,4163,
OCESN-156699,000721,OCESN39819R247441:2021-03-16T18:50:15Z,39819,1,4164,
OCESN-140639,000852,OCESN39849R239273:2021-03-18T18:51:14Z,39849,1,4165,
OCESN-140640,000852,OCESN39851R236671:2021-03-18T18:51:14Z,39851,1,4166,
OCESN-252843,000455,OCESN39871R234733:2021-03-18T18:51:14Z,39871,1,4167,
OCESN-232738,000135,OCESN39991R239274:2021-03-16T18:50:15Z,39991,1,4168,
OCESN-645579,000233,OCESN400000R149855:2021-02-18T19:09:53Z,400000,,4169,
OCESN-645579,000233,OCESN400001R149889:2021-02-18T19:09:53Z,400001,,4170,
OCESN-645579,000233,OCESN400002R149837:2021-02-18T19:09:53Z,400002,,4171,
OCESN-645579,000233,OCESN400003R149911:2021-02-18T19:09:53Z,400003,,4172,
OCESN-645579,000856,OCESN400004R149836:2021-02-18T19:09:53Z,400004,,4173,
OCESN-645579,000233,OCESN400005R149884:2021-02-18T19:09:53Z,400005,,4174,
OCESN-645579,000233,OCESN400006R149946:2021-02-18T19:09:53Z,400006,,4175,
OCESN-645579,000233,OCESN400007R149835:2021-02-18T19:09:53Z,400007,,4176,
OCESN-645579,000767,OCESN400008R149857:2021-02-18T19:09:53Z,400008,,4177,
OCESN-645579,000233,OCESN400009R149881:2021-02-18T19:09:53Z,400009,,4178,
OCESN-645579,000233,OCESN400010R149894:2021-02-18T19:09:53Z,400010,,4179,
OCESN-705735,000225,OCESN400011R256267:2021-02-26T18:50:56Z,400011,,4180,
OCESN-645579,000767,OCESN400012R149834:2021-02-18T19:09:53Z,400012,,4181,
OCESN-705735,000225,OCESN400013R256259:2021-02-26T18:50:56Z,400013,,4182,
OCESN-705735,000225,OCESN400014R256268:2021-02-26T18:50:56Z,400014,,4183,
OCESN-705735,000590,OCESN400015R256257:2021-02-26T18:50:56Z,400015,,4184,
OCESN-705735,000225,OCESN400016R256270:2021-02-26T18:50:56Z,400016,,4185,
OCESN-645593,000612,OCESN400017R156671:2021-01-22T18:52:19Z,400017,,4186,
OCESN-705735,000590,OCESN400018R256224:2021-02-26T18:50:56Z,400018,,4187,
OCESN-645593,000612,OCESN400019R156717:2021-01-22T18:52:19Z,400019,,4188,
OCESN-645593,000612,OCESN400020R156683:2021-01-22T18:52:19Z,400020,,4189,
OCESN-645593,000857,OCESN400021R156744:2021-01-22T18:52:19Z,400021,,4190,
OCESN-645593,000612,OCESN400022R156771:2021-01-22T18:52:19Z,400022,,4191,
OCESN-645593,000857,OCESN400023R156765:2021-01-22T18:52:19Z,400023,,4192,
OCESN-645593,000857,OCESN400024R156727:2021-01-22T18:52:19Z,400024,,4193,
OCESN-2242138,000733,OCESN400025R172656:2021-01-25T18:52:44Z,400025,,4194,
OCESN-645593,000857,OCESN400026R156758:2021-01-22T18:52:19Z,400026,,4195,
OCESN-645593,000858,OCESN400028R156824:2021-01-22T18:52:19Z,400028,,4196,
OCESN-645593,000858,OCESN400030R156725:2021-01-22T18:52:19Z,400030,,4197,
OCESN-2242138,000733,OCESN400032R172626:2021-01-25T18:52:44Z,400032,,4198,
OCESN-645599,000859,OCESN400037R129418:2021-03-18T20:00:41Z,400037,1,4199,
OCESN-645599,000449,OCESN400039R239286:2021-03-18T20:00:41Z,400039,1,4200,
OCESN-645599,000859,OCESN400044R140813:2021-03-18T20:00:41Z,400044,0,4201,
OCESN-645599,000449,OCESN400046R234094:2021-03-18T20:00:41Z,400046,0,4202,
OCESN-645599,000859,OCESN400047R145483:2021-03-18T20:00:41Z,400047,1,4203,
OCESN-645599,000860,OCESN400051R129410:2021-03-18T20:00:41Z,400051,1,4204,
OCESN-645599,000859,OCESN400053R129406:2021-03-18T20:00:41Z,400053,1,4205,
OCESN-645599,000859,OCESN400054R132864:2021-03-18T20:00:41Z,400054,0,4206,
OCESN-645599,000859,OCESN400055R132329:2021-03-18T20:00:41Z,400055,1,4207,
OCESN-645599,000860,OCESN400058R137062:2021-03-18T20:00:41Z,400058,0,4208,
OCESN-645599,000859,OCESN400060R146454:2021-03-18T20:00:41Z,400060,0,4209,
OCESN-645599,000859,OCESN400062R138108:2021-03-18T20:00:41Z,400062,0,4210,
OCESN-645599,000859,OCESN400063R134543:2021-03-18T20:00:41Z,400063,1,4211,
OCESN-645599,000859,OCESN400065R129400:2021-03-18T20:00:41Z,400065,1,4212,
OCESN-645599,000859,OCESN400066R139406:2021-01-22T18:52:19Z,400066,,4213,
OCESN-645599,000859,OCESN400068R133029:2021-01-22T18:52:19Z,400068,0,4214,
OCESN-645599,000859,OCESN400069R129399:2021-03-18T20:00:41Z,400069,1,4215,
OCESN-645599,000859,OCESN400071R129396:2021-03-18T20:00:41Z,400071,1,4216,
OCESN-645599,000859,OCESN400072R143474:2021-03-18T20:00:41Z,400072,0,4217,
OCESN-645599,000859,OCESN400073R139221:2021-03-18T20:00:41Z,400073,1,4218,
OCESN-645599,000859,OCESN400074R134341:2021-03-18T20:00:41Z,400074,0,4219,
OCESN-645599,000859,OCESN400075R129395:2021-03-18T20:00:41Z,400075,,4220,
OCESN-645599,000859,OCESN400076R129780:2021-03-18T20:00:41Z,400076,0,4221,
OCESN-645599,000859,OCESN400080R133634:2021-03-18T20:00:41Z,400080,0,4222,
OCESN-645599,000859,OCESN400081R133526:2021-03-18T20:00:41Z,400081,,4223,
OCESN-645613,000861,OCESN400083R237511:2021-03-09T18:51:45Z,400083,,4224,
OCESN-645613,000861,OCESN400084R239305:2021-03-09T18:51:45Z,400084,,4225,
OCESN-777849,000862,OCESN400085R181907:2021-02-01T18:51:16Z,400085,,4226,
OCESN-777849,000862,OCESN400086R181845:2021-02-01T18:51:16Z,400086,,4227,
OCESN-777849,000862,OCESN400087R181908:2021-02-01T18:51:16Z,400087,,4228,
OCESN-777849,000862,OCESN400088R182228:2021-02-01T18:51:16Z,400088,,4229,
OCESN-777849,000862,OCESN400089R181844:2021-02-01T18:51:16Z,400089,,4230,
OCESN-777849,000862,OCESN400090R181909:2021-02-01T18:51:16Z,400090,,4231,
OCESN-645627,000859,OCESN400103R184534:2021-02-03T18:51:18Z,400103,,4232,
OCESN-645627,000859,OCESN400104R184433:2021-02-03T18:51:18Z,400104,,4233,
OCESN-645627,000859,OCESN400105R184391:2021-02-03T18:51:18Z,400105,,4234,
OCESN-645627,000859,OCESN400108R184457:2021-02-03T18:51:18Z,400108,,4235,
OCESN-645627,000859,OCESN400109R184536:2021-02-03T18:51:18Z,400109,,4236,
OCESN-2154139,000449,OCESN40011R291363:2021-03-16T18:50:15Z,40011,1,4237,
OCESN-2154139,000449,OCESN40012R291205:2021-03-16T18:50:15Z,40012,0,4238,
OCESN-2154139,000591,OCESN40013R290815:2021-03-16T18:50:15Z,40013,1,4239,
OCESN-2154139,000449,OCESN40014R290851:2021-03-16T18:50:15Z,40014,0,4240,
OCESN-2154139,000591,OCESN40015R291174:2021-03-16T18:50:15Z,40015,1,4241,
OCESN-2154139,000449,OCESN40016R291090:2021-03-16T18:50:15Z,40016,0,4242,
OCESN-2154139,000233,OCESN40017R150726:2021-03-16T18:50:15Z,40017,1,4243,
OCESN-2154139,000863,OCESN40017R291206:2021-03-16T18:50:15Z,40017,1,4244,
OCESN-2154139,000233,OCESN40018R150773:2021-03-16T18:50:15Z,40018,0,4245,
OCESN-2154139,000863,OCESN40018R291207:2021-03-16T18:50:15Z,40018,0,4246,
OCESN-2154139,000233,OCESN40019R150872:2021-03-16T18:50:15Z,40019,1,4247,
OCESN-2154139,000596,OCESN40019R291111:2021-03-16T18:50:15Z,40019,1,4248,
OCESN-2154139,000449,OCESN40020R291002:2021-03-16T18:50:15Z,40020,0,4249,
OCESN-2154139,000449,OCESN40021R291208:2021-03-16T18:50:15Z,40021,1,4250,
OCESN-2154139,000449,OCESN40022R291104:2021-03-16T18:50:15Z,40022,0,4251,
OCESN-2154139,000449,OCESN40023R291038:2021-03-16T18:50:15Z,40023,1,4252,
OCESN-2154139,000449,OCESN40024R291209:2021-03-16T18:50:15Z,40024,0,4253,
OCESN-2154139,000449,OCESN40025R291210:2021-03-16T18:50:15Z,40025,1,4254,
OCESN-2154139,000449,OCESN40026R291077:2021-03-16T18:50:15Z,40026,0,4255,
OCESN-2154139,000494,OCESN40027R291114:2021-03-16T18:50:15Z,40027,1,4256,
OCESN-2154139,000449,OCESN40028R291293:2021-03-16T18:50:15Z,40028,0,4257,
OCESN-2154139,000494,OCESN40029R291055:2021-03-16T18:50:15Z,40029,1,4258,
OCESN-2154139,000494,OCESN40030R291146:2021-03-16T18:50:15Z,40030,0,4259,
OCESN-2154139,000494,OCESN40032R290890:2021-03-16T18:50:15Z,40032,0,4260,
OCESN-2154139,000494,OCESN40034R291167:2021-03-16T18:50:15Z,40034,0,4261,
OCESN-528888,000449,OCESN40036R239343:2021-03-16T18:50:15Z,40036,,4262,
OCESN-528888,000449,OCESN40037R236624:2021-03-16T18:50:15Z,40037,,4263,
OCESN-528888,000449,OCESN40038R237583:2021-03-16T18:50:15Z,40038,,4264,
OCESN-528888,000449,OCESN40039R239344:2021-03-16T18:50:15Z,40039,,4265,
OCESN-528888,000494,OCESN40040R233639:2021-03-17T18:49:45Z,40040,,4266,
OCESN-528888,000494,OCESN40041R237655:2021-03-17T18:49:45Z,40041,,4267,
OCESN-528888,000449,OCESN40042R236677:2021-03-16T18:50:15Z,40042,,4268,
OCESN-528888,000591,OCESN40043R239350:2021-03-17T18:49:45Z,40043,,4269,
OCESN-528888,000581,OCESN40044R240703:2021-03-18T18:51:14Z,40044,,4270,
OCESN-528888,000581,OCESN40045R236658:2021-03-18T18:51:14Z,40045,,4271,
OCESN-528888,000449,OCESN40046R231251:2021-03-16T18:50:15Z,40046,,4272,
OCESN-645599,000274,OCESN400469R105754:2021-03-18T20:00:41Z,400469,,4273,
OCESN-528888,000449,OCESN40047R234542:2021-03-16T18:50:15Z,40047,,4274,
OCESN-528888,000591,OCESN40048R243929:2021-03-17T18:49:45Z,40048,,4275,
OCESN-528888,000494,OCESN40049R239352:2021-03-17T18:49:45Z,40049,,4276,
OCESN-528888,000581,OCESN40050R239353:2021-03-18T18:51:14Z,40050,,4277,
OCESN-528888,000449,OCESN40051R239354:2021-03-16T18:50:15Z,40051,,4278,
OCESN-528888,000449,OCESN40052R239356:2021-03-16T18:50:15Z,40052,,4279,
OCESN-528888,000449,OCESN40053R237119:2021-03-16T18:50:15Z,40053,,4280,
OCESN-528888,000449,OCESN40054R233141:2021-03-16T18:50:15Z,40054,,4281,
OCESN-528888,000494,OCESN40055R237324:2021-03-17T18:49:45Z,40055,,4282,
OCESN-528888,000494,OCESN40056R238161:2021-03-17T18:49:45Z,40056,,4283,
OCESN-528888,000449,OCESN40057R239647:2021-03-16T18:50:15Z,40057,,4284,
OCESN-528888,000581,OCESN40058R236783:2021-03-18T18:51:14Z,40058,,4285,
OCESN-528888,000581,OCESN40059R239358:2021-03-18T18:51:14Z,40059,,4286,
OCESN-528888,000449,OCESN40060R239359:2021-03-16T18:50:15Z,40060,,4287,
OCESN-645640,000864,OCESN400601R276661:2021-03-15T18:51:43Z,400601,,4288,
OCESN-645640,000865,OCESN400602R288850:2021-03-15T18:51:43Z,400602,,4289,
OCESN-645640,000865,OCESN400603R289034:2021-03-15T18:51:43Z,400603,,4290,
OCESN-645640,000864,OCESN400604R276590:2021-03-15T18:51:43Z,400604,,4291,
OCESN-645640,000864,OCESN400605R276676:2021-03-15T18:51:43Z,400605,,4292,
OCESN-645640,000864,OCESN400606R276726:2021-03-15T18:51:43Z,400606,,4293,
OCESN-645640,000864,OCESN400607R276503:2021-03-15T18:51:43Z,400607,,4294,
OCESN-645640,000864,OCESN400608R276601:2021-03-15T18:51:43Z,400608,,4295,
OCESN-645640,000864,OCESN400609R276551:2021-03-15T18:51:43Z,400609,,4296,
OCESN-528888,000449,OCESN40061R235717:2021-03-16T18:50:15Z,40061,,4297,
OCESN-645640,000864,OCESN400610R276555:2021-03-15T18:51:43Z,400610,,4298,
OCESN-645640,000864,OCESN400611R276684:2021-03-15T18:51:43Z,400611,,4299,
OCESN-645640,000864,OCESN400612R276727:2021-03-15T18:51:43Z,400612,,4300,
OCESN-645640,000864,OCESN400613R276794:2021-03-15T18:51:43Z,400613,,4301,
OCESN-645640,000864,OCESN400614R276463:2021-03-15T18:51:43Z,400614,,4302,
OCESN-645579,000866,OCESN400617R149532:2021-03-18T18:51:14Z,400617,,4303,
OCESN-645579,000867,OCESN400618R149514:2021-03-18T18:51:14Z,400618,,4304,
OCESN-645579,000867,OCESN400619R149613:2021-03-18T18:51:14Z,400619,,4305,
OCESN-528888,000591,OCESN40062R234211:2021-03-17T18:49:45Z,40062,,4306,
OCESN-645579,000866,OCESN400620R149539:2021-03-18T18:51:14Z,400620,,4307,
OCESN-645579,000866,OCESN400621R149513:2021-03-18T18:51:14Z,400621,,4308,
OCESN-645579,000868,OCESN400622R149529:2021-03-18T18:51:14Z,400622,,4309,
OCESN-645579,000868,OCESN400623R149512:2021-03-18T18:51:14Z,400623,,4310,
OCESN-645579,000869,OCESN400624R149519:2021-03-18T18:51:14Z,400624,,4311,
OCESN-645579,000869,OCESN400625R149511:2021-03-18T18:51:14Z,400625,,4312,
OCESN-645579,000869,OCESN400626R149525:2021-03-18T18:51:14Z,400626,,4313,
OCESN-528888,000449,OCESN40063R237056:2021-03-16T18:50:15Z,40063,,4314,
OCESN-528888,000581,OCESN40064R238213:2021-03-18T18:51:14Z,40064,,4315,
OCESN-528888,000581,OCESN40065R242071:2021-03-18T18:51:14Z,40065,,4316,
OCESN-528888,000494,OCESN40067R239378:2021-03-17T18:49:45Z,40067,,4317,
OCESN-528888,000449,OCESN40068R231238:2021-03-16T18:50:15Z,40068,,4318,
OCESN-528888,000449,OCESN40069R239379:2021-03-16T18:50:15Z,40069,,4319,
OCESN-528888,000494,OCESN40070R234361:2021-03-17T18:49:45Z,40070,,4320,
OCESN-528888,000581,OCESN40071R234487:2021-03-18T18:51:14Z,40071,,4321,
OCESN-528888,000581,OCESN40072R238087:2021-03-18T18:51:14Z,40072,,4322,
OCESN-528888,000581,OCESN40073R239381:2021-03-18T18:51:14Z,40073,,4323,
OCESN-528888,000494,OCESN40074R236104:2021-03-17T18:49:45Z,40074,,4324,
OCESN-528888,000494,OCESN40075R236952:2021-03-17T18:49:45Z,40075,,4325,
OCESN-2154138,000000,OCESN40100R238822:2021-03-18T18:51:14Z,40100,0,4326,
OCESN-2154138,000000,OCESN40101R237015:2021-03-18T18:51:14Z,40101,1,4327,
OCESN-645599,000604,OCESN402057R239384:2021-03-18T20:00:41Z,402057,,4328,
OCESN-645599,000604,OCESN402246R242884:2021-03-18T20:00:41Z,402246,,4329,
OCESN-777848,000604,OCESN402501R239623:2021-03-16T18:50:15Z,402501,,4330,
OCESN-645599,000604,OCESN402527R239386:2021-03-18T20:00:41Z,402527,,4331,
OCESN-645627,000604,OCESN402531R237861:2021-03-16T18:50:15Z,402531,,4332,
OCESN-645627,000870,OCESN402533R239387:2021-03-04T18:51:09Z,402533,,4333,
OCESN-645593,000604,OCESN402536R243033:2021-03-16T18:50:15Z,402536,,4334,
OCESN-645593,000604,OCESN402537R239390:2021-03-16T18:50:15Z,402537,,4335,
OCESN-645599,000604,OCESN402538R236224:2021-03-18T20:00:41Z,402538,,4336,
OCESN-645593,000604,OCESN402539R244873:2021-03-16T18:50:15Z,402539,,4337,
OCESN-645599,000604,OCESN402569R237673:2021-03-18T20:00:41Z,402569,,4338,
OCESN-645599,000604,OCESN402571R237837:2021-03-18T20:00:41Z,402571,,4339,
OCESN-645627,000604,OCESN402591R239393:2021-03-16T18:50:15Z,402591,,4340,
OCESN-645627,000604,OCESN402596R239394:2021-03-16T18:50:15Z,402596,,4341,
OCESN-645593,000604,OCESN402601R236829:2021-03-16T18:50:15Z,402601,,4342,
OCESN-777849,000604,OCESN402607R231419:2021-03-16T18:50:15Z,402607,,4343,
OCESN-645599,000475,OCESN402624R235013:2021-03-18T20:00:41Z,402624,,4344,
OCESN-2242138,000604,OCESN402629R239396:2021-03-16T18:50:15Z,402629,,4345,
OCESN-2242138,000604,OCESN402642R244492:2021-03-16T18:50:15Z,402642,,4346,
OCESN-645593,000604,OCESN402648R239399:2021-03-16T18:50:15Z,402648,,4347,
OCESN-645593,000604,OCESN402674R239404:2021-03-16T18:50:15Z,402674,,4348,
OCESN-645599,000604,OCESN402678R235277:2021-03-18T20:00:41Z,402678,,4349,
OCESN-645593,000604,OCESN402702R238721:2021-03-16T18:50:15Z,402702,,4350,
OCESN-705735,000604,OCESN402704R239485:2021-03-16T18:50:15Z,402704,,4351,
OCESN-645627,000604,OCESN402735R235448:2021-03-16T18:50:15Z,402735,,4352,
OCESN-645627,000475,OCESN402736R234870:2021-03-17T18:49:45Z,402736,,4353,
OCESN-645627,000475,OCESN402738R236792:2021-03-17T18:49:45Z,402738,,4354,
OCESN-645627,000475,OCESN402739R238933:2021-03-17T18:49:45Z,402739,,4355,
OCESN-645627,000475,OCESN402740R237784:2021-03-17T18:49:45Z,402740,,4356,
OCESN-645627,000475,OCESN402741R237480:2021-03-17T18:49:45Z,402741,,4357,
OCESN-645627,000475,OCESN402742R236530:2021-03-17T18:49:45Z,402742,,4358,
OCESN-645627,000475,OCESN402743R239407:2021-03-17T18:49:45Z,402743,,4359,
OCESN-645627,000475,OCESN402745R236407:2021-03-17T18:49:45Z,402745,,4360,
OCESN-777848,000475,OCESN402784R236093:2021-03-17T18:49:45Z,402784,,4361,
OCESN-705735,000604,OCESN402900R239408:2021-03-16T18:50:15Z,402900,,4362,
OCESN-705735,000604,OCESN402902R241060:2021-03-16T18:50:15Z,402902,,4363,
OCESN-1650157,000467,OCESN405004R129314:2021-02-24T15:20:15Z,405004,,4364,
OCESN-1650157,000467,OCESN405009R129312:2021-02-24T15:20:15Z,405009,,4365,
OCESN-1650154,000871,OCESN405021R129311:2021-01-22T18:52:19Z,405021,,4366,
OCESN-1650154,000872,OCESN405024R136798:2021-02-18T19:09:53Z,405024,,4367,
OCESN-1650154,000873,OCESN405025R137171:2021-01-22T18:52:19Z,405025,,4368,
OCESN-1650154,000874,OCESN405025R149870:2021-01-22T18:52:19Z,405025,,4369,
OCESN-1650154,000871,OCESN405028R153799:2021-01-22T18:52:19Z,405028,,4370,
OCESN-1650154,000875,OCESN405076R151690:2021-01-22T18:52:19Z,405076,,4371,
OCESN-1650162,000339,OCESN405109R131239:2021-01-22T18:52:19Z,405109,,4372,
OCESN-1650162,000339,OCESN405117R117473:2021-01-22T18:52:19Z,405117,,4373,
OCESN-1650162,000339,OCESN405120R129309:2021-01-22T18:52:19Z,405120,,4374,
OCESN-1650162,000339,OCESN405121R137031:2021-01-22T18:52:19Z,405121,,4375,
OCESN-1650162,000339,OCESN405123R131622:2021-01-22T18:52:19Z,405123,,4376,
OCESN-1650162,000339,OCESN405124R134932:2021-01-22T18:52:19Z,405124,,4377,
OCESN-1650162,000339,OCESN405128R139917:2021-01-22T18:52:19Z,405128,,4378,
OCESN-1650156,000815,OCESN405210R129303:2021-02-19T13:09:32Z,405210,,4379,
OCESN-1650156,000876,OCESN405212R129299:2021-02-24T15:20:15Z,405212,,4380,
OCESN-1650156,000467,OCESN405214R153558:2021-02-24T15:20:15Z,405214,,4381,
OCESN-1650156,000815,OCESN405271R153481:2021-02-19T13:09:32Z,405271,,4382,
OCESN-1650156,000876,OCESN405273R129291:2021-02-24T15:20:15Z,405273,,4383,
OCESN-1650156,000370,OCESN405277R145136:2021-02-24T15:20:15Z,405277,,4384,
OCESN-1650144,000473,OCESN405402R155958:2021-01-22T18:52:19Z,405402,,4385,
OCESN-1650144,000862,OCESN405414R219048:2021-02-19T13:09:32Z,405414,1,4386,
OCESN-1650144,000473,OCESN405416R155971:2021-01-22T18:52:19Z,405416,,4387,
OCESN-1650144,000862,OCESN405417R155537:2021-01-22T18:52:19Z,405417,0,4388,
OCESN-1650144,000871,OCESN405419R156070:2021-01-22T18:52:19Z,405419,0,4389,
OCESN-1650144,000862,OCESN405420R207726:2021-02-19T13:09:32Z,405420,1,4390,
OCESN-1650144,000862,OCESN405421R206275:2021-02-19T13:09:32Z,405421,0,4391,
OCESN-1650159,000877,OCESN405449R129277:2021-03-16T18:50:15Z,405449,,4392,
OCESN-1650159,000877,OCESN405456R132757:2021-03-16T18:50:15Z,405456,,4393,
OCESN-1650158,000370,OCESN405483R149508:2021-01-22T18:52:19Z,405483,,4394,
OCESN-1650158,000370,OCESN405484R149507:2021-01-22T18:52:19Z,405484,,4395,
OCESN-1650158,000370,OCESN405493R149524:2021-02-15T18:50:33Z,405493,,4396,
OCESN-1650158,000370,OCESN405494R149585:2021-02-15T18:50:33Z,405494,,4397,
OCESN-1650158,000878,OCESN405495R149506:2021-02-15T18:50:33Z,405495,,4398,
OCESN-1650158,000878,OCESN405496R149599:2021-02-15T18:50:33Z,405496,,4399,
OCESN-1650155,000879,OCESN405520R129259:2021-02-25T18:50:56Z,405520,,4400,
OCESN-1650155,000879,OCESN405524R137641:2021-02-18T19:09:53Z,405524,,4401,
OCESN-1650155,000880,OCESN405525R129258:2021-02-18T19:09:53Z,405525,,4402,
OCESN-1650155,000874,OCESN405525R149832:2021-01-22T18:52:19Z,405525,,4403,
OCESN-1650155,000881,OCESN405529R137011:2021-02-18T19:09:53Z,405529,,4404,
OCESN-1650155,000879,OCESN405572R129253:2021-02-18T19:09:53Z,405572,,4405,
OCESN-1650155,000881,OCESN405574R145579:2021-02-18T19:09:53Z,405574,,4406,
OCESN-1650149,000544,OCESN405611R155878:2021-01-22T18:52:19Z,405611,,4407,
OCESN-1650149,000544,OCESN405612R156002:2021-01-22T18:52:19Z,405612,,4408,
OCESN-1650149,000544,OCESN405613R156181:2021-01-22T18:52:19Z,405613,,4409,
OCESN-1650149,000544,OCESN405615R155910:2021-01-22T18:52:19Z,405615,,4410,
OCESN-1650149,000544,OCESN405617R155995:2021-01-22T18:52:19Z,405617,,4411,
OCESN-1650149,000544,OCESN405618R156040:2021-01-22T18:52:19Z,405618,,4412,
OCESN-1650149,000544,OCESN405620R155988:2021-01-22T18:52:19Z,405620,,4413,
OCESN-1650149,000544,OCESN405622R156041:2021-01-22T18:52:19Z,405622,,4414,
OCESN-1650149,000544,OCESN405623R155930:2021-01-22T18:52:19Z,405623,,4415,
OCESN-1650149,000544,OCESN405626R156042:2021-01-22T18:52:19Z,405626,,4416,
OCESN-1650149,000544,OCESN405627R155964:2021-01-22T18:52:19Z,405627,,4417,
OCESN-1650149,000544,OCESN405652R155945:2021-01-22T18:52:19Z,405652,,4418,
OCESN-1650149,000544,OCESN405660R155991:2021-01-22T18:52:19Z,405660,,4419,
OCESN-1650149,000544,OCESN405663R156019:2021-01-22T18:52:19Z,405663,,4420,
OCESN-1650149,000544,OCESN405667R156043:2021-01-22T18:52:19Z,405667,,4421,
OCESN-1650160,000544,OCESN405713R129178:2021-01-22T18:52:19Z,405713,,4422,
OCESN-1650160,000544,OCESN405724R129251:2021-01-22T18:52:19Z,405724,,4423,
OCESN-1650161,000544,OCESN405758R129247:2021-01-22T18:52:19Z,405758,,4424,
OCESN-1650161,000544,OCESN405761R129244:2021-01-22T18:52:19Z,405761,,4425,
OCESN-1650150,000643,OCESN405800R156000:2021-02-03T18:51:18Z,405800,,4426,
OCESN-1650150,000644,OCESN405800R235934:2021-03-16T18:50:15Z,405800,,4427,
OCESN-1650150,000643,OCESN405801R156183:2021-02-03T18:51:18Z,405801,,4428,
OCESN-1650150,000644,OCESN405801R239434:2021-03-16T18:50:15Z,405801,,4429,
OCESN-1650150,000446,OCESN405802R239436:2021-03-18T18:51:14Z,405802,,4430,
OCESN-1650150,000446,OCESN405803R237280:2021-03-18T18:51:14Z,405803,,4431,
OCESN-1650150,000643,OCESN405810R155955:2021-02-03T18:51:18Z,405810,,4432,
OCESN-1650150,000882,OCESN405810R239439:2021-03-17T18:49:45Z,405810,,4433,
OCESN-1650150,000643,OCESN405811R155953:2021-02-03T18:51:18Z,405811,,4434,
OCESN-1650150,000883,OCESN405811R239443:2021-03-18T18:51:14Z,405811,,4435,
OCESN-1650150,000269,OCESN405814R239444:2021-03-18T18:51:14Z,405814,,4436,
OCESN-1650150,000209,OCESN405815R243407:2021-03-16T18:50:15Z,405815,,4437,
OCESN-1650150,000269,OCESN405817R237333:2021-03-18T18:51:14Z,405817,,4438,
OCESN-1650150,000884,OCESN405845R155946:2021-02-03T18:51:18Z,405845,,4439,
OCESN-1650150,000643,OCESN405847R156026:2021-02-03T18:51:18Z,405847,,4440,
OCESN-1650150,000643,OCESN405850R156045:2021-02-03T18:51:18Z,405850,,4441,
OCESN-1650150,000135,OCESN405870R233996:2021-03-16T18:50:15Z,405870,,4442,
OCESN-1650150,000135,OCESN405871R235187:2021-03-16T18:50:15Z,405871,,4443,
OCESN-1650150,000135,OCESN405872R235533:2021-03-16T18:50:15Z,405872,,4444,
OCESN-1650150,000213,OCESN405873R239008:2021-03-17T18:49:45Z,405873,,4445,
OCESN-1650150,000269,OCESN405875R237347:2021-03-18T18:51:14Z,405875,,4446,
OCESN-1650150,000000,OCESN405876R239451:2021-03-18T18:51:14Z,405876,,4447,
OCESN-1650150,000269,OCESN405878R235086:2021-03-18T18:51:14Z,405878,,4448,
OCESN-1650150,000135,OCESN405880R238146:2021-03-16T18:50:15Z,405880,,4449,
OCESN-1650150,000135,OCESN405881R233405:2021-03-16T18:50:15Z,405881,,4450,
OCESN-1650150,000885,OCESN405882R233923:2021-03-17T18:49:45Z,405882,,4451,
OCESN-1650150,000000,OCESN405883R238698:2021-03-18T18:51:14Z,405883,,4452,
OCESN-1650150,000209,OCESN405884R237754:2021-03-16T18:50:15Z,405884,,4453,
OCESN-1650150,000253,OCESN405886R236310:2021-03-18T18:51:14Z,405886,,4454,
OCESN-1650150,000220,OCESN405888R233426:2021-03-17T18:49:45Z,405888,,4455,
OCESN-1650150,000209,OCESN405890R232714:2021-03-16T18:50:15Z,405890,,4456,
OCESN-1650150,000135,OCESN405891R239338:2021-03-16T18:50:15Z,405891,,4457,
OCESN-1650150,000220,OCESN405895R235393:2021-03-17T18:49:45Z,405895,,4458,
OCESN-1650150,000097,OCESN405897R236834:2021-03-15T18:51:43Z,405897,,4459,
