route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
OCESN-1674116,000149,OCESN16394F238218:2021-03-17T18:49:45Z,16394,1,263,
OCESN-1674116,000150,OCESN16396F236565:2021-03-17T18:49:45Z,16396,1,264,
OCESN-1674116,000151,OCESN16398F201827:2021-03-16T18:50:15Z,16398,,265,
OCESN-1674116,000152,OCESN16398F209781:2021-03-18T18:51:14Z,16398,,266,
OCESN-1674116,000153,OCESN16398F236334:2021-03-11T18:50:57Z,16398,,267,
OCESN-2194137,000154,OCESN16420F157258:2021-03-18T18:51:14Z,16420,,268,
OCESN-2194137,000035,OCESN16420F157353:2021-01-22T18:52:19Z,16420,,269,
OCESN-2194137,000155,OCESN16420F157463:2021-01-22T18:52:19Z,16420,,270,
OCESN-2194137,000156,OCESN16420F157529:2021-03-18T18:51:14Z,16420,,271,
OCESN-2194137,000157,OCESN16420F209569:2021-02-19T13:09:32Z,16420,,272,
OCESN-2194137,000158,OCESN16421F157434:2021-01-22T18:52:19Z,16421,,273,
OCESN-2194137,000159,OCESN16421F157746:2021-03-12T18:51:24Z,16421,,274,
OCESN-2194137,000160,OCESN16421F235706:2021-03-18T18:51:14Z,16421,,275,
OCESN-2194137,000161,OCESN16421F236202:2021-03-18T18:51:14Z,16421,,276,
OCESN-2194137,000111,OCESN16421F282815:2021-03-12T18:51:24Z,16421,,277,
OCESN-2194137,000112,OCESN16421F288783:2021-03-15T18:51:43Z,16421,,278,
OCESN-2194137,000128,OCESN16422F157956:2021-01-22T18:52:19Z,16422,,279,
OCESN-2194137,000016,OCESN16422F157958:2021-01-22T18:52:19Z,16422,,280,
OCESN-2194137,000014,OCESN16422F157967:2021-01-22T18:52:19Z,16422,,281,
OCESN-2194137,000035,OCESN16422F158293:2021-01-22T18:52:19Z,16422,,282,
OCESN-2194137,000006,OCESN16422F201600:2021-02-18T19:09:53Z,16422,,283,
OCESN-2194137,000162,OCESN16422F210099:2021-03-18T18:51:14Z,16422,,284,
OCESN-2194137,000163,OCESN16422F235153:2021-03-18T18:51:14Z,16422,,285,
OCESN-2194137,000164,OCESN16423F117550:2021-02-18T19:09:53Z,16423,,286,
OCESN-2194137,000158,OCESN16423F157377:2021-01-22T18:52:19Z,16423,,287,
OCESN-2194137,000128,OCESN16423F157450:2021-01-22T18:52:19Z,16423,,288,
OCESN-2194137,000035,OCESN16423F157467:2021-01-22T18:52:19Z,16423,,289,
OCESN-2194137,000165,OCESN16423F202615:2021-02-18T19:09:53Z,16423,,290,
OCESN-2194137,000166,OCESN16423F233719:2021-03-18T18:51:14Z,16423,,291,
OCESN-2194137,000167,OCESN16423F235389:2021-03-18T18:51:14Z,16423,,292,
OCESN-1674116,000153,OCESN16440F148750:2021-02-18T19:09:53Z,16440,1,293,
OCESN-1674116,000168,OCESN16440F236679:2021-03-18T18:51:14Z,16440,1,294,
OCESN-1674116,000111,OCESN16440F293231:2021-03-17T18:49:45Z,16440,1,295,
OCESN-1674116,000141,OCESN16442F148983:2021-02-18T19:09:53Z,16442,1,296,
OCESN-1674116,000169,OCESN16442F245148:2021-03-18T18:51:14Z,16442,1,297,
OCESN-1674116,000035,OCESN16444F148696:2021-01-22T18:52:19Z,16444,0,298,
OCESN-1674116,000153,OCESN16444F148744:2021-02-18T19:09:53Z,16444,0,299,
OCESN-1674116,000170,OCESN16444F210371:2021-03-18T18:51:14Z,16444,0,300,
OCESN-1666116,000135,OCESN16450F245107:2021-03-18T18:51:14Z,16450,0,301,
OCESN-1666116,000126,OCESN16451F243956:2021-03-18T18:51:14Z,16451,1,302,
OCESN-1666116,000127,OCESN16451F274781:2021-03-09T18:51:45Z,16451,1,303,
OCESN-1666116,000135,OCESN16452F232207:2021-03-18T18:51:14Z,16452,0,304,
OCESN-1666116,000171,OCESN16453F148648:2021-03-15T18:51:43Z,16453,1,305,
OCESN-1666116,000172,OCESN16453F235736:2021-03-18T18:51:14Z,16453,1,306,
OCESN-1666116,000127,OCESN16453F288800:2021-03-15T18:51:43Z,16453,1,307,
OCESN-1666116,000173,OCESN16454F220626:2021-03-18T18:51:14Z,16454,0,308,
OCESN-1666116,000174,OCESN16454F234492:2021-03-16T18:50:15Z,16454,0,309,
